ft,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Mileage kmpl,Engine CC,seater,City
Petrol,70000,Manual,2,Maruti,Maruti Alto,2011,LXi,15000.0,19.7,796.0,5.0,Kolkata
Petrol,48005,Manual,1,Mahindra,Mahindra KUV 100 NXT,2017,G80 K4 Plus,40700.0,18.15,1198.0,3.0,Kolkata
Petrol,8625,Manual,1,Hyundai,Hyundai Santro,2019,Sportz BSIV,46000.0,20.3,1086.0,3.0,Kolkata
Petrol,10000,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,72500.0,19.33,1199.0,5.0,Kolkata
Diesel,67000,Manual,1,Skoda,Skoda Laura,2012,Elegance 2.0 TDI CR MT,34000.0,20.0,1968.0,5.0,Kolkata
Petrol,10000,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,73500.0,19.33,1199.0,5.0,Kolkata
Diesel,50000,Manual,1,Hyundai,Hyundai Creta,2018,1.6 CRDi SX Option,120000.0,19.67,1582.0,5.0,Kolkata
Petrol,60000,Manual,3,Maruti,Maruti Zen Estilo,2011,LXI,14500.0,19.0,998.0,5.0,Kolkata
Petrol,60000,Manual,3,Maruti,Maruti Celerio,2017,ZXI,35000.0,23.1,998.0,3.0,Kolkata
Diesel,34000,Automatic,1,Audi,Audi Q5,2014,2.0 TDI Premium Plus,195000.0,14.16,1968.0,5.0,Kolkata
Petrol,60000,Manual,1,Maruti,Maruti A-Star,2012,Vxi,30000.0,19.0,998.0,5.0,Kolkata
Diesel,152000,Manual,1,Toyota,Toyota Innova,2014,2.5 G (Diesel) 7 Seater BS IV,69500.0,12.99,2494.0,3.0,Kolkata
Diesel,45000,Automatic,1,Land Rover,Land Rover Range Rover Sport,2014,3.0 D HSE Dynamic Black,560000.0,12.65,3993.0,5.0,Kolkata
Petrol,56766,Manual,3,Toyota,Toyota Corolla Altis,2013,1.8 J,39900.0,14.53,1798.0,5.0,Kolkata
Diesel,7114,Automatic,1,Tata,Tata New Safari,2022,XZA Plus 6 Str AT BSVI,210900.0,14.08,1956.0,6.0,Kolkata
Diesel,25508,Automatic,1,Tata,Tata New Safari,2021,XZA Plus 6 Str AT BSVI,200000.0,14.08,1956.0,6.0,Kolkata
Petrol,39369,Manual,1,Maruti,Maruti Wagon R,2012,LXI BS IV,21700.0,18.9,998.0,5.0,Kolkata
Diesel,96707,Manual,1,Mahindra,Mahindra XUV500,2018,W5,88600.0,2179.0,152.87,3.0,Kolkata
Petrol,50000,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 SX,55000.0,17.19,1197.0,5.0,Kolkata
Petrol,30345,Manual,1,Renault,Renault KWID,2019,RXL,32700.0,22.25,799.0,3.0,Kolkata
Diesel,128232,Automatic,1,Toyota,Toyota Fortuner,2016,4x2 AT,177500.0,12.55,2982.0,7.0,Kolkata
Petrol,54018,Manual,1,Honda,Honda WR-V,2017,i-VTEC S,48700.0,17.5,1199.0,5.0,Kolkata
Diesel,32007,Manual,1,Hyundai,Hyundai Verna,2016,1.6 CRDi SX,61200.0,23.9,1582.0,5.0,Kolkata
Petrol,100000,Manual,1,Hyundai,Hyundai i10,2015,Sportz 1.1L,31000.0,19.81,1086.0,3.0,Kolkata
Petrol,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,GL Plus,24500.0,17.92,1086.0,5.0,Kolkata
Diesel,66452,Automatic,1,Volvo,Volvo S60 Cross Country,2018,D4 AWD BSIV,198000.0,19.6,2400.0,3.0,Kolkata
Diesel,38706,Automatic,1,Volvo,Volvo XC60,2021,D5 Inscription,450000.0,11.2,2400.0,5.0,Kolkata
Petrol,80000,Manual,1,Honda,Honda City,2018,i-VTEC S,65000.0,17.4,1497.0,3.0,Kolkata
Petrol,60000,Manual,1,Hyundai,Hyundai Verna,2015,1.6 VTVT S,75000.0,17.01,1591.0,3.0,Kolkata
Petrol,120000,Manual,1,Hyundai,Hyundai i20 Active,2016,Base Petrol,50000.0,17.19,1197.0,3.0,Kolkata
Diesel,150000,Manual,2,Chevrolet,Chevrolet Tavera,2012,LS B3 - 10 seats BSIII,72000.0,12.2,2499.0,10.0,Kolkata
Diesel,19000,Manual,1,Honda,Honda City,2017,i DTec VX,79000.0,26.0,1498.0,5.0,Kolkata
Diesel,260000,Manual,1,Toyota,Toyota Innova,2012,2.5 VX 7 STR BSIV,64500.0,12.8,2494.0,7.0,Kolkata
Petrol,71552,Manual,1,Honda,Honda City,2014,i VTEC VX,40300.0,17.4,1497.0,5.0,Kolkata
Petrol,65039,Manual,2,Hyundai,Hyundai Grand i10,2015,Sportz,30099.999999999996,18.9,1197.0,3.0,Kolkata
Petrol,60000,Manual,2,Hyundai,Hyundai Santro Xing,2007,GLS,40000.0,17.92,1086.0,5.0,Kolkata
Petrol,73578,Manual,1,Renault,Renault KWID,2019,1.0 RXT Optional,35900.0,23.01,999.0,3.0,Kolkata
Petrol,27160,Automatic,1,Hyundai,Hyundai Santro,2021,Sportz AMT,51100.0,20.3,1086.0,3.0,Kolkata
Petrol,36000,Manual,1,Hyundai,Hyundai i20,2017,1.2 Era,42500.0,18.6,1197.0,3.0,Kolkata
Petrol,84367,Manual,1,Hyundai,Hyundai Grand i10,2014,Sportz,27700.0,18.9,1197.0,3.0,Kolkata
Petrol,32599,Manual,1,Maruti,Maruti Ertiga,2019,VXI,75000.0,19.01,1462.0,3.0,Kolkata
Petrol,47530,Manual,1,Renault,Renault Duster,2017,Petrol RxL,55100.0,13.06,1598.0,3.0,Kolkata
Petrol,35457,Manual,1,Honda,Honda Brio,2014,S MT,25400.0,19.4,1198.0,3.0,Kolkata
Petrol,28134,Automatic,1,Kia,Kia Seltos,2020,HTX IVT,127500.0,1497.0,113.43,3.0,Kolkata
Petrol,5000,Automatic,0,Mahindra,Mahindra XUV300,2022,W8 Option AMT BSVI,132000.0,16.5,1197.0,5.0,Kolkata
Petrol,28000,Automatic,1,Hyundai,Hyundai i10,2011,Sportz AT,27000.0,16.95,1197.0,5.0,Kolkata
Diesel,20000,Automatic,1,Jeep,Jeep Compass Trailhawk,2023,2.0 4X4,200000.0,1998.0,167.67,3.0,Kolkata
Petrol,33582,Automatic,2,Land Rover,Land Rover Range Rover Velar,2020,P250,790000.0,15.8,1997.0,5.0,Kolkata
Petrol,46005,Manual,1,Hyundai,Hyundai i10,2014,Sportz,25500.0,20.36,1197.0,5.0,Kolkata
Diesel,2565,Automatic,1,MG,MG Gloster,2021,Savvy 6-Str,345000.0,12.4,1996.0,6.0,Kolkata
Petrol,28000,Automatic,1,Maruti,Maruti Swift,2018,AMT ZXI Plus BSIV,53500.0,22.0,1197.0,5.0,Kolkata
Petrol,32000,Automatic,1,Honda,Honda Jazz,2015,V CVT,44000.0,18.2,1199.0,5.0,Kolkata
Petrol,45000,Manual,1,Maruti,Maruti Swift Dzire,2009,VXi,22500.0,17.5,1298.0,5.0,Kolkata
Diesel,78565,Manual,1,Mahindra,Mahindra XUV500,2019,W11 Option BSIV,129500.0,15.1,2179.0,7.0,Kolkata
Petrol,10197,Automatic,1,MG,MG Hector,2022,Sharp CVT,179200.00000000003,1451.0,141.0,3.0,Kolkata
Petrol,60000,Manual,2,Hyundai,Hyundai EON,2014,D Lite Plus,18000.0,21.1,814.0,3.0,Kolkata
Petrol,32844,Manual,1,Honda,Honda City,2017,i VTEC V,60199.99999999999,17.8,1497.0,5.0,Kolkata
Cng,5198,Manual,1,Tata,Tata Tiago,2022,XZ Plus CNG BSVI,74300.0,26.49,1199.0,3.0,Kolkata
Petrol,40000,Manual,1,Hyundai,Hyundai i20,2013,Sportz 1.2,33500.0,18.5,1197.0,5.0,Kolkata
Petrol,19355,Automatic,1,Skoda,Skoda Rapid,2019,1.6 MPI AT Ambition BSIV,75000.0,14.84,1598.0,5.0,Kolkata
Petrol,60000,Manual,1,Maruti,Maruti Swift Dzire,2010,VXi,24000.0,17.5,1298.0,5.0,Kolkata
Petrol,31197,Manual,1,Maruti,Maruti Wagon R,2019,VXI,47400.0,21.79,998.0,3.0,Kolkata
Petrol,6651,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,34600.0,21.7,999.0,3.0,Kolkata
Petrol,60000,Manual,3,Chevrolet,Chevrolet Spark,2009,1.0 LS,70000.0,18.0,995.0,5.0,Kolkata
Petrol,35000,Manual,1,Honda,Honda BR-V,2018,i-VTEC V MT,74500.0,15.4,1497.0,7.0,Kolkata
Petrol,57000,Manual,1,Honda,Honda City,2013,S,33500.0,16.8,1497.0,5.0,Kolkata
Petrol,50469,Automatic,1,Honda,Honda City,2016,i VTEC CVT VX,55000.0,18.0,1497.0,5.0,Kolkata
Petrol,32000,Manual,1,Maruti,Maruti Swift,2018,VVT VXI,52400.0,22.0,1197.0,3.0,Kolkata
Petrol,36000,Automatic,1,Toyota,Toyota Corolla Altis,2016,1.8 G CVT,85000.0,14.28,1798.0,5.0,Kolkata
Petrol,30000,Manual,1,Datsun,Datsun RediGO,2018,T Option,21000.0,22.7,799.0,3.0,Kolkata
Diesel,68042,Automatic,1,Mahindra,Mahindra XUV500,2018,AT W10 FWD,99900.0,16.0,2179.0,7.0,Kolkata
Petrol,65000,Manual,2,Hyundai,Hyundai i10,2014,Sportz,23000.0,20.36,1197.0,5.0,Kolkata
Petrol,24000,Manual,1,Maruti,Maruti Swift,2020,VXI Optional,54900.0,20.4,1197.0,3.0,Kolkata
Diesel,82948,Manual,1,Maruti,Maruti Ciaz,2016,ZDi SHVS,52000.0,28.09,1248.0,5.0,Kolkata
Petrol,23162,Manual,2,Maruti,Maruti Zen Estilo,2010,VXI BSIV,14100.0,19.0,998.0,5.0,Kolkata
Petrol,45000,Manual,1,Maruti,Maruti Ritz,2010,VXi,12900.0,18.5,1197.0,3.0,Kolkata
Petrol,7281,Manual,2,Honda,Honda WR-V,2020,i-VTEC S,64100.0,17.5,1199.0,5.0,Kolkata
Petrol,29428,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 S,46600.0,17.19,1197.0,5.0,Kolkata
Petrol,64000,Manual,1,Hyundai,Hyundai Creta,2018,1.6 SX Option,84500.0,15.8,1591.0,5.0,Kolkata
Petrol,62202,Manual,1,Maruti,Maruti Alto 800,2016,LXI,21500.0,22.05,796.0,3.0,Kolkata
Petrol,47000,Manual,1,Honda,Honda City,2018,i-VTEC VX,72500.0,17.4,1497.0,5.0,Kolkata
Cng,13145,Manual,1,Tata,Tata Tigor,2022,XZ Plus CNG BSVI,77200.0,26.49,1199.0,3.0,Kolkata
Petrol,119490,Manual,1,Hyundai,Hyundai EON,2017,Sportz,25500.0,21.1,814.0,3.0,Kolkata
Diesel,8000,Manual,1,Mahindra,Mahindra XUV500,2021,W11 Option,167399.99999999997,15.1,2179.0,7.0,Kolkata
Diesel,45000,Manual,1,Honda,Honda City,2015,i DTEC VX,52500.0,25.1,1498.0,5.0,Kolkata
Petrol,46422,Manual,1,Maruti,Maruti Wagon R Stingray,2016,VXI,29500.0,20.51,998.0,5.0,Kolkata
Petrol,64000,Manual,3,Hyundai,Hyundai i10,2014,Sportz,23500.0,20.36,1197.0,5.0,Kolkata
Diesel,52000,Manual,1,Volkswagen,Volkswagen Ameo,2020,1.5 TDI Comfortline,49500.0,21.66,1498.0,3.0,Kolkata
Petrol,25000,Manual,1,Honda,Honda City,2019,V MT,68500.0,16.8,1497.0,5.0,Kolkata
Petrol,15000,Manual,2,Hyundai,Hyundai EON,2013,Era Plus,18600.0,21.1,814.0,3.0,Kolkata
Petrol,45000,Manual,1,Kia,Kia Seltos,2020,GTX Plus,126500.0,16.5,1353.0,5.0,Kolkata
Petrol,65000,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,89500.0,14.8,1591.0,5.0,Kolkata
Diesel,65000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited,95000.0,17.1,1956.0,5.0,Kolkata
Petrol,21628,Manual,1,Honda,Honda City,2019,i-VTEC V,72700.0,17.4,1497.0,5.0,Kolkata
Petrol,8347,Manual,1,Maruti,Maruti Swift,2016,VXI,42699.99999999999,22.38,1197.0,3.0,Kolkata
Diesel,72057,Manual,2,Mahindra,Mahindra Scorpio,2016,S10 7 Seater,87500.0,15.4,2179.0,7.0,Kolkata
Petrol,52549,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Magna BSIV,34900.0,18.9,1197.0,3.0,Kolkata
Petrol,44540,Automatic,2,Honda,Honda City,2014,i VTEC CVT VX,45000.0,18.0,1497.0,5.0,Kolkata
Petrol,44000,Manual,2,Maruti,Maruti Swift,2014,LXI,32000.0,18.6,1197.0,5.0,Kolkata
Diesel,53084,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,Asta CRDi,64600.0,26.2,1186.0,5.0,Kolkata
Petrol,10000,Manual,2,Maruti,Maruti XL6,2021,Alpha,95000.0,19.01,1462.0,6.0,Kolkata
Petrol,34339,Automatic,2,Toyota,Toyota Corolla Altis,2018,1.8 VL CVT,112400.0,14.28,1798.0,5.0,Kolkata
Petrol,15456,Manual,1,Kia,Kia Seltos,2020,HTK Plus G,105700.0,16.8,1497.0,5.0,Kolkata
Petrol,10000,Manual,2,Maruti,Maruti XL6,2021,Alpha,95000.0,19.01,1462.0,6.0,Kolkata
Petrol,68000,Manual,1,Hyundai,Hyundai Santro,2018,Sportz BSIV,38500.0,20.3,1086.0,3.0,Kolkata
Petrol,10000,Manual,1,Maruti,Maruti SX4 S Cross,2021,Delta,87500.0,18.55,1462.0,5.0,Kolkata
Diesel,100000,Manual,1,Mahindra,Mahindra TUV 300,2017,mHAWK100 T8,52000.0,18.49,1493.0,7.0,Kolkata
Diesel,59639,Manual,1,Mahindra,Mahindra TUV 300,2019,T10,67500.0,18.49,1493.0,7.0,Kolkata
Petrol,50000,Manual,1,Maruti,Maruti Celerio,2017,ZXI,36000.0,23.1,998.0,3.0,Kolkata
Petrol,37000,Automatic,1,Audi,Audi A6,2016,35 TFSI,179500.0,15.26,1798.0,5.0,Kolkata
Petrol,60000,Manual,2,Renault,Renault Scala,2013,RxL,23500.0,16.95,1498.0,5.0,Kolkata
Petrol,8000,Manual,1,Hyundai,Hyundai i20 N Line,2022,N6 iMT Dual Tone BSVI,90000.0,20.0,998.0,5.0,Kolkata
Diesel,31000,Manual,1,Maruti,Maruti Ertiga,2017,SHVS ZDI Plus,80000.0,24.52,1248.0,7.0,Kolkata
Petrol,44890,Manual,1,Honda,Honda Amaze,2016,S i-Vtech,35700.0,18.0,1198.0,3.0,Kolkata
Diesel,48752,Manual,2,Hyundai,Hyundai Creta,2017,1.4 E Plus CRDi,62000.0,22.1,1396.0,3.0,Kolkata
Diesel,10000,Automatic,1,Tata,Tata New Safari,2022,XZA Plus Gold 6 Str AT,235000.0,14.08,1956.0,6.0,Kolkata
Petrol,5151,Manual,1,Mahindra,Mahindra KUV 100,2017,mFALCON G80 K4 Plus 5str,37200.0,18.15,1198.0,3.0,Kolkata
Petrol,28807,Manual,1,Maruti,Maruti Alto 800,2017,LXI,27500.0,22.05,796.0,3.0,Kolkata
Petrol,30000,Manual,2,Hyundai,Hyundai Santro Xing,2014,GL Plus,22000.0,17.92,1086.0,5.0,Kolkata
Petrol,20593,Manual,1,Honda,Honda City,2019,i-VTEC V,76300.0,17.4,1497.0,5.0,Kolkata
Petrol,10000,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,73500.0,19.33,1199.0,5.0,Kolkata
Petrol,82879,Manual,2,Honda,Honda Amaze,2015,EX i-Vtech,26000.0,18.0,1198.0,3.0,Kolkata
Petrol,13407,Manual,1,Honda,Honda City,2022,V MT,101500.0,18.6,1498.0,5.0,Kolkata
Petrol,100000,Manual,1,Maruti,Maruti Ignis,2019,1.2 Sigma BSIV,41000.0,20.89,1197.0,3.0,Kolkata
Diesel,66000,Manual,1,Maruti,Maruti Ertiga,2018,VDI,79100.0,25.47,1248.0,3.0,Kolkata
Diesel,177000,Manual,1,Toyota,Toyota Innova,2015,2.5 G (Diesel) 7 Seater BS IV,74500.0,12.99,2494.0,3.0,Kolkata
Diesel,21100,Manual,1,Toyota,Toyota Innova Crysta,2021,2.4 G 7 STR,185000.0,12.0,2393.0,3.0,Kolkata
Diesel,120000,Manual,1,Tata,Tata Sumo Victa,2005,EX 10/7 Str BSII,11000.0,12.2,1948.0,10.0,Kolkata
Petrol,100000,Manual,1,Hyundai,Hyundai i10,2015,Sportz 1.1L,31000.0,19.81,1086.0,3.0,Kolkata
Diesel,44227,Automatic,1,BMW,BMW 6 Series,2018,GT 630d Luxury Line,390000.0,17.09,2993.0,4.0,Kolkata
Diesel,70000,Automatic,3,Toyota,Toyota Fortuner,2015,4x2 AT,135000.0,12.55,2982.0,7.0,Kolkata
Petrol,45000,Manual,1,Honda,Honda WR-V,2019,i-VTEC VX,65000.0,17.5,1199.0,5.0,Kolkata
Petrol,50000,Manual,1,Hyundai,Hyundai Alcazar,2021,Signature,160000.0,14.5,1999.0,6.0,Kolkata
Petrol,77042,Manual,1,Maruti,Maruti Swift,2019,VXI,44900.0,22.38,1197.0,3.0,Kolkata
Petrol,42325,Manual,1,Tata,Tata Tigor,2021,XZ BSVI,51700.0,19.28,1199.0,3.0,Kolkata
Petrol,50000,Manual,1,Volkswagen,Volkswagen Polo,2017,1.2 MPI Comfortline,50000.0,16.2,1199.0,3.0,Kolkata
Petrol,37196,Manual,1,Maruti,Maruti Swift,2015,ZXI,40000.0,22.38,1197.0,5.0,Kolkata
Diesel,61530,Manual,1,Maruti,Maruti Baleno,2017,1.3 Delta,46000.0,27.39,1248.0,3.0,Kolkata
Petrol,48000,Manual,1,Hyundai,Hyundai i20 Active,2016,1.2 SX Dual Tone,58000.0,17.19,1197.0,5.0,Kolkata
Diesel,74444,Manual,1,Maruti,Maruti Vitara Brezza,2017,ZDi Plus Dual Tone,64300.0,24.3,1248.0,5.0,Kolkata
Petrol,120000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Elegance,20000.0,16.25,1198.0,5.0,Kolkata
Petrol,11768,Manual,1,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,41100.0,21.7,998.0,3.0,Kolkata
Petrol,19715,Manual,2,Renault,Renault KWID,2020,RXT,38400.0,22.3,799.0,3.0,Kolkata
Petrol,54581,Manual,1,Honda,Honda WR-V,2018,i-VTEC VX,50000.0,17.5,1199.0,5.0,Kolkata
Diesel,34000,Automatic,1,Audi,Audi A6,2014,2.0 TDI Premium Plus,147500.0,17.68,1968.0,5.0,Kolkata
Petrol,50000,Manual,2,Hyundai,Hyundai i20,2016,Sportz 1.2,50000.0,18.6,1197.0,3.0,Kolkata
Petrol,40000,Manual,2,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,36000.0,16.47,1198.0,5.0,Kolkata
Diesel,70000,Automatic,4,Toyota,Toyota Fortuner,2015,4x2 AT,145000.0,12.55,2982.0,7.0,Kolkata
Petrol,19600,Automatic,3,Porsche,Porsche Macan,2016,2L,420000.0,13.6,1984.0,5.0,Kolkata
Diesel,120000,Manual,1,Chevrolet,Chevrolet Tavera,2011,LS B4 - 7(C) seats BSIII,35000.0,14.8,2499.0,7.0,Kolkata
Diesel,68000,Automatic,1,BMW,BMW X3,2012,xDrive20d,119900.0,16.09,1995.0,5.0,Kolkata
Diesel,70000,Manual,2,Tata,Tata Manza,2014,Club Class Quadrajet90 LX,22000.0,21.02,1248.0,3.0,Kolkata
Diesel,50000,Manual,4,Hyundai,Hyundai Grand i10,2016,CRDi Sportz,33000.0,24.0,1120.0,3.0,Kolkata
Petrol,70179,Manual,1,Tata,Tata Tigor,2021,XM BSVI,51800.0,19.28,1199.0,3.0,Kolkata
Petrol,54501,Manual,1,Maruti,Maruti A-Star,2010,Lxi,14100.0,19.0,998.0,5.0,Kolkata
Diesel,20000,Manual,1,Renault,Renault Captur,2018,1.5 Diesel RXL,80000.0,20.37,1461.0,5.0,Kolkata
Petrol,28651,Manual,1,Maruti,Maruti Alto 800,2016,LXI,22700.0,22.05,796.0,3.0,Kolkata
Petrol,64787,Manual,2,Honda,Honda City,2014,i VTEC V,37200.0,17.4,1497.0,5.0,Kolkata
Diesel,138726,Manual,1,Toyota,Toyota Fortuner,2014,4x2 Manual,130000.0,13.0,2982.0,7.0,Kolkata
Petrol,24147,Manual,1,Maruti,Maruti Wagon R,2019,VXI,43700.0,21.79,998.0,3.0,Kolkata
Petrol,65000,Automatic,1,Toyota,Toyota Corolla Altis,2017,VL AT,95000.0,14.28,1798.0,5.0,Kolkata
Petrol,79513,Manual,1,Honda,Honda City,2015,i VTEC VX,42100.0,17.4,1497.0,5.0,Kolkata
Petrol,87845,Manual,1,Hyundai,Hyundai i20,2010,1.2 Magna,19300.0,18.5,1197.0,5.0,Kolkata
Petrol,20000,Manual,1,Maruti,Maruti Ertiga,2015,ZXI,75000.0,16.02,1373.0,7.0,Kolkata
Petrol,55000,Manual,1,Volkswagen,Volkswagen Jetta,2015,1.4 TSI Comfortline,59900.0,14.69,1390.0,5.0,Kolkata
Petrol,60000,Manual,2,Mahindra,Mahindra KUV 100 NXT,2020,G80 K4 Plus 6Str,47000.0,18.15,1198.0,3.0,Kolkata
Petrol,47183,Manual,1,Honda,Honda Brio,2014,S MT,33500.0,19.4,1198.0,3.0,Kolkata
Diesel,150000,Manual,1,Toyota,Toyota Innova,2015,2.5 ZX Diesel 7 Seater,105000.0,12.99,2494.0,7.0,Kolkata
Diesel,41510,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2015,E250 CDI Avantgarde,219899.99999999997,14.21,2143.0,5.0,Kolkata
Diesel,54600,Manual,1,Hyundai,Hyundai Elantra,2017,1.6 SX,84300.0,22.54,1582.0,5.0,Kolkata
Petrol,20000,Manual,1,Hyundai,Hyundai Santro Xing,2007,XL,50000.0,1086.0,13.0,3.0,Kolkata
Petrol,4000,Manual,1,Renault,Renault Triber,2022,RXT,65000.0,20.0,999.0,3.0,Kolkata
Petrol,70000,Manual,1,Chevrolet,Chevrolet Sail,2015,1.2 LS,18000.0,18.2,1199.0,3.0,Kolkata
Petrol,29882,Manual,1,Maruti,Maruti Vitara Brezza,2021,LXI,67300.0,17.03,1462.0,3.0,Kolkata
Petrol,55314,Manual,1,Toyota,Toyota Etios Liva,2011,G,19800.0,18.3,1197.0,3.0,Kolkata
Diesel,69000,Manual,1,Hyundai,Hyundai Verna,2013,1.6 CRDI,25000.0,22.32,1582.0,5.0,Kolkata
Petrol,41565,Manual,2,Maruti,Maruti Swift Dzire,2015,VXI,33800.0,22.41,1197.0,3.0,Kolkata
Petrol,46624,Manual,2,Hyundai,Hyundai i20,2011,Asta 1.2,19800.0,18.5,1197.0,5.0,Kolkata
Diesel,56312,Automatic,1,Kia,Kia Seltos,2021,GTX Plus Diesel AT,140000.0,18.0,1493.0,5.0,Kolkata
Petrol,22950,Manual,1,Maruti,Maruti Alto 800,2019,LXI,28300.0,22.05,796.0,3.0,Kolkata
Petrol,42000,Manual,2,Hyundai,Hyundai i10,2014,Era,21400.0,19.81,1086.0,3.0,Kolkata
Petrol,26135,Manual,1,Hyundai,Hyundai EON,2014,Era Plus,21500.0,21.1,814.0,3.0,Kolkata
Petrol,20913,Manual,1,Volkswagen,Volkswagen Polo,2020,1.0 MPI Highline Plus BSIV,74900.0,18.78,999.0,5.0,Kolkata
Petrol,14000,Manual,2,Hyundai,Hyundai EON,2013,Era Plus,18500.0,21.1,814.0,3.0,Kolkata
Petrol,3000,Manual,1,Maruti,Maruti S-Presso,2020,VXi Plus,42100.0,24.76,998.0,3.0,Kolkata
Diesel,52002,Manual,1,Maruti,Maruti Baleno,2018,1.3 Sigma,46500.0,27.39,1248.0,3.0,Kolkata
Petrol,60000,Manual,2,Hyundai,Hyundai i20,2010,1.2 Magna,20000.0,18.5,1197.0,5.0,Kolkata
Diesel,50000,Manual,1,Kia,Kia Seltos,2021,HTX Plus Diesel,132100.0,20.8,1493.0,5.0,Kolkata
Petrol,59000,Manual,1,Toyota,Toyota Corolla Altis,2014,G MT,45000.0,14.28,1798.0,5.0,Kolkata
Diesel,15000,Manual,1,Kia,Kia Sonet,2022,GTX Plus Diesel iMT BSVI,119900.0,1493.0,98.63,3.0,Kolkata
Petrol,22393,Manual,2,Hyundai,Hyundai EON,2014,Era Plus,21000.0,21.1,814.0,3.0,Kolkata
Diesel,53483,Manual,1,Honda,Honda Amaze,2016,S i-DTEC,34500.0,25.8,1498.0,3.0,Kolkata
Petrol,49000,Automatic,1,Honda,Honda New Accord,2011,2.4 AT,42100.0,11.7,2354.0,5.0,Kolkata
Petrol,38420,Manual,1,Maruti,Maruti Alto K10,2011,VXI,17100.0,24.39,998.0,3.0,Kolkata
Petrol,60585,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,17200.0,20.36,1197.0,5.0,Kolkata
Petrol,12809,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2021,Exclusive E 200 BSVI,660000.0,15.0,1991.0,5.0,Kolkata
Diesel,37243,Automatic,1,Skoda,Skoda Rapid,2019,1.5 TDI AT Ambition BSIV,79400.0,21.72,1498.0,5.0,Kolkata
Petrol,25796,Manual,1,Toyota,Toyota Urban cruiser,2022,Premium,88100.0,17.03,1462.0,5.0,Kolkata
Diesel,34000,Manual,1,Toyota,Toyota Innova Crysta,2018,2.4 VX MT 8 STR,173500.0,13.68,2393.0,8.0,Kolkata
Petrol,29717,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,85300.0,18.15,998.0,5.0,Kolkata
Petrol,42000,Manual,1,Nissan,Nissan Micra Active,2018,XV Petrol,32500.0,19.49,1198.0,3.0,Kolkata
Petrol,24425,Manual,1,Maruti,Maruti Wagon R Stingray,2014,VXI,28400.0,20.51,998.0,5.0,Kolkata
Petrol,14323,Automatic,1,Skoda,Skoda Rapid,2020,1.0 TSI Ambition AT,93600.0,16.24,999.0,5.0,Kolkata
Diesel,9700,Manual,1,Mahindra,Mahindra TUV 300,2019,T10 Dual Tone BSIV,80000.0,18.49,1493.0,7.0,Kolkata
Petrol,50000,Manual,2,Hyundai,Hyundai Verna,2011,1.6 VTVT,25000.0,17.01,1591.0,5.0,Kolkata
Petrol,51097,Automatic,1,Honda,Honda City,2017,i-VTEC CVT VX,65000.0,18.0,1497.0,5.0,Kolkata
Petrol,60000,Manual,2,Hyundai,Hyundai i10,2010,Era,16500.0,19.81,1086.0,3.0,Kolkata
Petrol,23684,Manual,1,Maruti,Maruti Swift Dzire,2022,ZXI Plus BSVI,85000.0,22.41,1197.0,5.0,Kolkata
Petrol,40000,Manual,1,Hyundai,Hyundai i10,2009,Era,16100.000000000002,19.81,1086.0,3.0,Kolkata
Diesel,60002,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Sport,275000.0,17.9,2143.0,5.0,Kolkata
Petrol,39000,Manual,1,Honda,Honda BR-V,2018,i-VTEC VX MT,79500.0,15.4,1497.0,7.0,Kolkata
Petrol,40000,Manual,1,Maruti,Maruti Ertiga,2020,VXI,90000.0,19.01,1462.0,3.0,Kolkata
Diesel,16001,Automatic,1,Volvo,Volvo V40,2017,D3 R Design,180000.0,16.8,1969.0,5.0,Kolkata
Petrol,51000,Manual,2,Hyundai,Hyundai Verna,2014,1.6 EX VTVT,36100.0,17.01,1591.0,5.0,Kolkata
Petrol,10143,Manual,1,Maruti,Maruti Wagon R,2021,VXI,51000.0,21.79,998.0,3.0,Kolkata
Petrol,53657,Manual,2,Maruti,Maruti S-Presso,2019,VXI Plus 2019-2022,41500.0,21.7,998.0,3.0,Kolkata
Petrol,88532,Manual,1,Maruti,Maruti Celerio,2014,VXI,26600.0,25.24,998.0,3.0,Kolkata
