it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,imgUrl,heading,description,Registration Year,Insurance_Type,Fuel,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year_of_manufacture,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage,Engine_spec,Power,Torque,wheel_dimension,seater,City
0,Petrol,MUV,"70,000",Manual,1,1st Owner,Maruti,Maruti XL6,2020,7030,Zeta,₹ 9.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,6 Seats,"70,000 Kms",RJ02,First Owner,1462 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,19.01 kmpl,1462 CC,103.2bhp,138nm,R15,6,Jaipur
0,Petrol,Hatchback,"80,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2010,4339,LXI Minor,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"80,000 Kms",RJ14,First Owner,1061 cc,Manual,2010.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,18.9 kmpl,1061 CC,67bhp,84Nm,13,5,Jaipur
0,Petrol,Hatchback,"43,336",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,6252,Petrol Asta Option,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Comprehensive,Petrol,5 Seats,"43,336 Kms",RJ45,First Owner,1197 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.6 kmpl,1197 CC,81.86bhp,114.73nm,16,5,Jaipur
0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Marazzo,2018,6572,M2 8Str BSIV,₹ 5.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,8 Seats,"1,20,000 Kms",RJ14,Second Owner,1497 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,17.3 kmpl,1497 CC,121bhp,300Nm,8,,Jaipur
0,Petrol,Sedan,"40,000",Automatic,2,2nd Owner,Honda,Honda City,2020,7902,VX CVT,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ45,Second Owner,1498 cc,Automatic,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,18.3 kmpl,1498 CC,119.35bhp,145Nm,16,5,Jaipur
0,Petrol,SUV,"90,000",Manual,2,2nd Owner,Tata,Tata Nexon,2018,5992,1.2 Revotron XM,₹ 7.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"90,000 Kms",RJ45,Second Owner,1198 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17 kmpl,1198 CC,108.5bhp,170Nm,5,,Jaipur
0,Petrol,Hatchback,"21,659",Manual,1,1st Owner,Honda,Honda Jazz,2021,7978,ZX,₹ 7.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Third Party insurance,Petrol,5 Seats,"21,659 Kms",RJ45,First Owner,1199 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.1 kmpl,1199 CC,88.50bhp,110Nm,15,5,Jaipur
0,Diesel,SUV,"80,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,4297,VDi,₹ 7.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"80,000 Kms",RJ14,First Owner,1248 cc,Manual,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,24.3 kmpl,1248 CC,88.5bhp,200Nm,5,,Jaipur
0,Petrol,Hatchback,"63,662",Automatic,1,1st Owner,Maruti,Maruti Baleno,2018,5920,1.2 CVT Alpha,₹ 7.32 Lakh,₹ 8 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2018,Third Party insurance,Petrol,5 Seats,"63,662 Kms",RJ45,First Owner,1197 cc,Automatic,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Jaipur
0,Diesel,MUV,"1,88,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2012,2394,2.5 VX (Diesel) 8 Seater,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2012,Comprehensive,Diesel,8 Seats,"1,88,000 Kms",RJ14,Second Owner,2494 cc,Manual,2012.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,12.99 kmpl,2494 CC,100bhp,200Nm,15,8,Jaipur
0,Diesel,Sedan,"82,058",Automatic,1,1st Owner,Jaguar,Jaguar XJ,2019,5015,3.0L Portfolio,₹ 58.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Comprehensive,Diesel,5 Seats,"82,058 Kms",RJ45,First Owner,2993 cc,Automatic,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,14.47 kmpl,2993 CC,301.73bhp,689Nm,19,5,Jaipur
0,Diesel,SUV,"67,847",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2019,6025,Delta DDiS 200 SH,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2019,Comprehensive,Diesel,5 Seats,"67,847 Kms",RJ45,First Owner,1248 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,25.1 kmpl,1248 CC,88.5bhp,200Nm,5,,Jaipur
0,Diesel,SUV,"59,627",Automatic,1,1st Owner,Kia,Kia Seltos,2020,7121,GTX Plus Diesel AT,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Comprehensive,Diesel,5 Seats,"59,627 Kms",RJ45,First Owner,1493 cc,Automatic,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,18 kmpl,1493 CC,113.43bhp,250Nm,17,5,Jaipur
0,Diesel,SUV,"20,000",Automatic,1,1st Owner,Tata,Tata Harrier,2022,7506,XZA Dual Tone AT BSVI,₹ 21.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Diesel,5 Seats,"20,000 Kms",22BH,First Owner,1956 cc,Automatic,2022.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.6 kmpl,1956 CC,167.67bhp,350Nm,17,5,Jaipur
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2013,7923,W8 AWD,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,7 Seats,"50,000 Kms",HR03,First Owner,2179 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,15.1 kmpl,2179 CC,140bhp,330Nm,17,7,Jaipur
0,Diesel,Sedan,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2011,4227,VDi,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",RJ14,Second Owner,1248 cc,Manual,2011.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player,19.3 kmpl,1248 CC,73.9bhp,190Nm,14,5,Jaipur
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Skoda,Skoda Slavia,2022,8694,1.0 TSI Style BSVI,₹ 14.73 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,999 cc,Manual,2022,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,19.47 kmpl,999 CC,113.98bhp,178Nm,16,5,Jaipur
0,Diesel,Sedan,"1,00,000",Manual,4,4th Owner,Maruti,Maruti Swift Dzire,2018,5828,VDI,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",RJ05,Fourth Owner,1248 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,28.4 kmpl,1248 CC,74.02bhp,190Nm,5,,Jaipur
0,Petrol,Sedan,"80,000",Manual,2,2nd Owner,Maruti,Maruti SX4,2009,4259,VXI,₹ 1.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"80,000 Kms",RJ14,Second Owner,1586 cc,Manual,2009.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Centeral Locking,Child Safety Locks,Cd Player,15.5 kmpl,1586 CC,103.3bhp,145Nm,15,5,Jaipur
0,Diesel,SUV,"76,800",Manual,1,1st Owner,Ford,Ford Ecosport,2018,7359,1.5 Diesel Titanium Plus,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2018,Third Party insurance,Diesel,5 Seats,"76,800 Kms",RJ45,First Owner,1498 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,21.7 kmpl,1498 CC,98.96bhp,215Nm,R16,5,Jaipur
0,Petrol,Hatchback,"71,711",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,5920,1.2 CVT Alpha,₹ 6.90 Lakh,₹ 7.73 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2017,Comprehensive,Petrol,5 Seats,"71,711 Kms",RJ45,First Owner,1197 cc,Automatic,2017.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Jaipur
0,Petrol,Hatchback,"28,406",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3970,1.2 Alpha,₹ 7.14 Lakh,₹ 7.44 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2019,Zero Dep,Petrol,5 Seats,"28,406 Kms",RJ22,First Owner,1197 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Jaipur
0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2020,3196,LK 1.8 TSI AT,₹ 26.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"50,000 Kms",RJ45,First Owner,1798 cc,Automatic,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,14.67 kmpl,1798 CC,177.46bhp,250,17,5,Jaipur
0,Petrol,Hatchback,"53,615",Manual,1,1st Owner,Maruti,Maruti Celerio,2019,10357,ZXI,₹ 4.92 Lakh,₹ 5.17 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Third Party insurance,Petrol,5 Seats,"53,615 Kms",RJ45,First Owner,998 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,25.24 kmpl,998 CC,65.71bhp,89Nm,5,,Jaipur
0,Petrol,Hatchback,"33,959",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2015,1542,Asta,₹ 4.01 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2015,Third Party,Petrol,5 Seats,"33,959 Kms",RJ14,Second Owner,1197 cc,Manual,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,18.9 kmpl,1197 CC,82bhp,114Nm,14,5,Jaipur
0,Petrol,Hatchback,"65,300",Manual,2,2nd Owner,Honda,Honda Jazz,2016,1339,1.2 V i VTEC,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2016,Comprehensive,Petrol,5 Seats,"65,300 Kms",RJ14,Second Owner,1199 cc,Manual,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.7 kmpl,1199 CC,88.7bhp,110Nm,15,5,Jaipur
0,Diesel,SUV,"49,000",Manual,1,1st Owner,Jeep,Jeep Compass,2020,7660,2.0 Limited Plus,₹ 17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2020,Comprehensive,Diesel,5 Seats,"49,000 Kms",RJ45,First Owner,1956 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.1 kmpl,1956 CC,170.63bhp,350Nm,18,5,Jaipur
0,Diesel,Sedan,"81,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2014,4227,VDi,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2014,Comprehensive,Diesel,5 Seats,"81,000 Kms",RJ14,Second Owner,1248 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player,19.3 kmpl,1248 CC,73.9bhp,190Nm,14,5,Jaipur
0,Petrol,Hatchback,"70,000",Manual,3,3rd Owner,Hyundai,Hyundai EON,2014,1500,1.0 Kappa Magna Plus,₹ 1.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"70,000 Kms",RJ02,Third Owner,998 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Cd Player,20.3 kmpl,998 CC,68.05bhp,94.14Nm,5,,Jaipur
0,Cng,Hatchback,"1,50,000",Manual,3,3rd Owner,Hyundai,Hyundai Santro Xing,2010,1730,GLS CNG,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,CNG,5 Seats,"1,50,000 Kms",DL8C,Third Owner,1086 cc,Manual,2010.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,11.88 kmpl,1086 CC,62.1bhp,96.1Nm,13,5,Jaipur
0,Diesel,SUV,"62,000",Manual,1,1st Owner,Kia,Kia Sonet,2021,8009,HTX Plus Diesel BSVI,₹ 11.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Comprehensive,Diesel,5 Seats,"62,000 Kms",RJ23,First Owner,1493 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1493 CC,98.63bhp,240Nm,16,5,,Jaipur
0,Diesel,SUV,"40,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,4299,ZDi,₹ 9.34 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Diesel,5 Seats,"40,000 Kms",First Owner,1248 cc,Manual,2020,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,24.3 kmpl,1248 CC,88.5bhp,200Nm,16,5,Jaipur
0,Diesel,Sedan,"1,10,000",Manual,1,1st Owner,Volkswagen,Volkswagen Vento,2013,2011,Diesel Highline,₹ 3.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",RJ14,First Owner,1598 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.54 kmpl,1598 CC,103.6bhp,250Nm,15,5,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Tata,Tata Nexon,2019,5992,1.2 Revotron XM,₹ 7.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"30,000 Kms",RJ18,First Owner,1198 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17 kmpl,1198 CC,108.5bhp,170Nm,5,,Jaipur
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2007,3921,LXI,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2007,Third Party insurance,Petrol,5 Seats,"90,000 Kms",RJ14,Second Owner,796 cc,Manual,2007.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Passenger Side Rear View Mirror,,24.7 kmpl,796 CC,47.3bhp,69Nm,5,,Jaipur
